pollster,numeric_grade,candidate_name,party,pct,sample_size,population,start_date,end_date,recent_poll
SurveyMonkey,2,Donald Trump,REP,41,18123,Voters,2024-08-26,2024-09-04,Older
SurveyMonkey,2,Kamala Harris,DEM,39,20762,Adults,2024-08-26,2024-09-04,Older
SurveyMonkey,2,Donald Trump,REP,37,20762,Adults,2024-08-26,2024-09-04,Older
Kaiser Family Foundation,2.5,Kamala Harris,DEM,48,1084,Voters,2024-08-26,2024-09-04,Older
Kaiser Family Foundation,2.5,Donald Trump,REP,47,1084,Voters,2024-08-26,2024-09-04,Older
PRRI,1.8,Kamala Harris,DEM,42,5325,Adults,2024-08-16,2024-09-04,Older
PRRI,1.8,Donald Trump,REP,36,5325,Adults,2024-08-16,2024-09-04,Older
YouGov,3,Kamala Harris,DEM,47,1389,Voters,2024-09-01,2024-09-03,Older
YouGov,3,Donald Trump,REP,45,1389,Voters,2024-09-01,2024-09-03,Older
Patriot Polling,1.1,Kamala Harris,DEM,48.8,1003,Voters,2024-09-01,2024-09-03,Older
Patriot Polling,1.1,Donald Trump,REP,47.3,1003,Voters,2024-09-01,2024-09-03,Older
Morning Consult,1.9,Kamala Harris,DEM,48,4000,Voters,2024-09-01,2024-09-03,Older
Morning Consult,1.9,Donald Trump,REP,45,4000,Voters,2024-09-01,2024-09-03,Older
Morning Consult,1.9,Kamala Harris,DEM,50,11928,Voters,2024-09-01,2024-09-03,Older
Morning Consult,1.9,Donald Trump,REP,46,11928,Voters,2024-09-01,2024-09-03,Older
Big Data Poll,1.1,Kamala Harris,DEM,49.9,3047,Voters,2024-08-31,2024-09-03,Older
Big Data Poll,1.1,Donald Trump,REP,50.1,3047,Voters,2024-08-31,2024-09-03,Older
Big Data Poll,1.1,Kamala Harris,DEM,48.3,3047,Voters,2024-08-31,2024-09-03,Older
Big Data Poll,1.1,Donald Trump,REP,47.2,3047,Voters,2024-08-31,2024-09-03,Older
Big Data Poll,1.1,Kamala Harris,DEM,46.7,3047,Voters,2024-08-31,2024-09-03,Older
Big Data Poll,1.1,Donald Trump,REP,46.9,3047,Voters,2024-08-31,2024-09-03,Older
Morning Consult,1.9,Kamala Harris,DEM,48,4000,Voters,2024-08-31,2024-09-02,Older
Morning Consult,1.9,Donald Trump,REP,45,4000,Voters,2024-08-31,2024-09-02,Older
Morning Consult,1.9,Kamala Harris,DEM,50,12084,Voters,2024-08-31,2024-09-02,Older
Morning Consult,1.9,Donald Trump,REP,45,12084,Voters,2024-08-31,2024-09-02,Older
Pew,2.5,Kamala Harris,DEM,49,8044,Voters,2024-08-26,2024-09-02,Older
Pew,2.5,Donald Trump,REP,49,8044,Voters,2024-08-26,2024-09-02,Older
Morning Consult,1.9,Kamala Harris,DEM,48,4000,Voters,2024-08-30,2024-09-01,Older
Morning Consult,1.9,Donald Trump,REP,45,4000,Voters,2024-08-30,2024-09-01,Older
Morning Consult,1.9,Kamala Harris,DEM,50,11919,Voters,2024-08-30,2024-09-01,Older
Morning Consult,1.9,Donald Trump,REP,45,11919,Voters,2024-08-30,2024-09-01,Older
McLaughlin,0.5,Kamala Harris,DEM,46.8,2000,Voters,2024-08-29,2024-09-01,Older
McLaughlin,0.5,Donald Trump,REP,47.4,2000,Voters,2024-08-29,2024-09-01,Older
McLaughlin,0.5,Kamala Harris,DEM,47.3,1778,Voters,2024-08-29,2024-09-01,Older
McLaughlin,0.5,Donald Trump,REP,48.8,1778,Voters,2024-08-29,2024-09-01,Older
McLaughlin,0.5,Kamala Harris,DEM,45.4,2000,Voters,2024-08-29,2024-09-01,Older
McLaughlin,0.5,Donald Trump,REP,44.1,2000,Voters,2024-08-29,2024-09-01,Older
McLaughlin,0.5,Kamala Harris,DEM,46.6,1778,Voters,2024-08-29,2024-09-01,Older
McLaughlin,0.5,Donald Trump,REP,46.2,1778,Voters,2024-08-29,2024-09-01,Older
Morning Consult,1.9,Kamala Harris,DEM,48,4000,Voters,2024-08-29,2024-08-31,Older
Morning Consult,1.9,Donald Trump,REP,45,4000,Voters,2024-08-29,2024-08-31,Older
Morning Consult,1.9,Kamala Harris,DEM,50,11495,Voters,2024-08-29,2024-08-31,Older
Morning Consult,1.9,Donald Trump,REP,46,11495,Voters,2024-08-29,2024-08-31,Older
TIPP,1.8,Kamala Harris,DEM,48,1386,Voters,2024-08-28,2024-08-30,Older
TIPP,1.8,Donald Trump,REP,45,1386,Voters,2024-08-28,2024-08-30,Older
TIPP,1.8,Kamala Harris,DEM,47,1386,Voters,2024-08-28,2024-08-30,Older
TIPP,1.8,Donald Trump,REP,43,1386,Voters,2024-08-28,2024-08-30,Older
Morning Consult,1.9,Kamala Harris,DEM,48,4000,Voters,2024-08-28,2024-08-30,Older
Morning Consult,1.9,Donald Trump,REP,45,4000,Voters,2024-08-28,2024-08-30,Older
Morning Consult,1.9,Kamala Harris,DEM,49,11214,Voters,2024-08-28,2024-08-30,Older
Morning Consult,1.9,Donald Trump,REP,46,11214,Voters,2024-08-28,2024-08-30,Older
Redfield & Wilton Strategies,1.8,Kamala Harris,DEM,44,2078,Voters,2024-08-29,2024-08-29,Older
Redfield & Wilton Strategies,1.8,Donald Trump,REP,42,2078,Voters,2024-08-29,2024-08-29,Older
Morning Consult,1.9,Kamala Harris,DEM,48,4000,Voters,2024-08-27,2024-08-29,Older
Morning Consult,1.9,Donald Trump,REP,45,4000,Voters,2024-08-27,2024-08-29,Older
Morning Consult,1.9,Kamala Harris,DEM,49,10875,Voters,2024-08-27,2024-08-29,Older
Morning Consult,1.9,Donald Trump,REP,46,10875,Voters,2024-08-27,2024-08-29,Older
RMG Research,2.3,Kamala Harris,DEM,51,2441,Voters,2024-08-26,2024-08-28,Older
RMG Research,2.3,Donald Trump,REP,48,2441,Voters,2024-08-26,2024-08-28,Older
Morning Consult,1.9,Kamala Harris,DEM,48,4000,Voters,2024-08-26,2024-08-28,Older
Morning Consult,1.9,Donald Trump,REP,45,4000,Voters,2024-08-26,2024-08-28,Older
Morning Consult,1.9,Kamala Harris,DEM,49,10673,Voters,2024-08-26,2024-08-28,Older
Morning Consult,1.9,Donald Trump,REP,46,10673,Voters,2024-08-26,2024-08-28,Older
Suffolk,2.9,Kamala Harris,DEM,47.6,1000,Voters,2024-08-25,2024-08-28,Older
Suffolk,2.9,Donald Trump,REP,43.3,1000,Voters,2024-08-25,2024-08-28,Older
Big Village,1.2,Kamala Harris,DEM,42.2,2020,Adults,2024-08-23,2024-08-28,Older
Big Village,1.2,Donald Trump,REP,37,2020,Adults,2024-08-23,2024-08-28,Older
Big Village,1.2,Kamala Harris,DEM,45.3,1681,Voters,2024-08-23,2024-08-28,Older
Big Village,1.2,Donald Trump,REP,40.4,1681,Voters,2024-08-23,2024-08-28,Older
Big Village,1.2,Kamala Harris,DEM,47.9,1511,Voters,2024-08-23,2024-08-28,Older
Big Village,1.2,Donald Trump,REP,41.3,1511,Voters,2024-08-23,2024-08-28,Older
Big Village,1.2,Kamala Harris,DEM,45.1,2020,Adults,2024-08-23,2024-08-28,Older
Big Village,1.2,Donald Trump,REP,39.4,2020,Adults,2024-08-23,2024-08-28,Older
Big Village,1.2,Kamala Harris,DEM,48.4,1681,Voters,2024-08-23,2024-08-28,Older
Big Village,1.2,Donald Trump,REP,42.4,1681,Voters,2024-08-23,2024-08-28,Older
Big Village,1.2,Kamala Harris,DEM,50.4,1511,Voters,2024-08-23,2024-08-28,Older
Big Village,1.2,Donald Trump,REP,43.2,1511,Voters,2024-08-23,2024-08-28,Older
Clarity,1.6,Kamala Harris,DEM,51,1238,Voters,2024-08-23,2024-08-28,Older
Clarity,1.6,Donald Trump,REP,45,1238,Voters,2024-08-23,2024-08-28,Older
Clarity,1.6,Kamala Harris,DEM,57,1238,Voters,2024-08-23,2024-08-28,Older
Ipsos,2.8,Kamala Harris,DEM,44,3562,Voters,2024-08-21,2024-08-28,Older
Ipsos,2.8,Donald Trump,REP,40,3562,Voters,2024-08-21,2024-08-28,Older
Ipsos,2.8,Kamala Harris,DEM,41,4253,Adults,2024-08-21,2024-08-28,Older
Ipsos,2.8,Donald Trump,REP,38,4253,Adults,2024-08-21,2024-08-28,Older
Ipsos,2.8,Kamala Harris,DEM,45,3562,Voters,2024-08-21,2024-08-28,Older
Ipsos,2.8,Donald Trump,REP,41,3562,Voters,2024-08-21,2024-08-28,Older
Ipsos,2.8,Kamala Harris,DEM,40,4253,Adults,2024-08-21,2024-08-28,Older
Ipsos,2.8,Donald Trump,REP,36,4253,Adults,2024-08-21,2024-08-28,Older
YouGov,3,Kamala Harris,DEM,47,1368,Voters,2024-08-25,2024-08-27,Older
YouGov,3,Donald Trump,REP,45,1368,Voters,2024-08-25,2024-08-27,Older
Morning Consult,1.9,Kamala Harris,DEM,48,4000,Voters,2024-08-25,2024-08-27,Older
Morning Consult,1.9,Donald Trump,REP,44,4000,Voters,2024-08-25,2024-08-27,Older
Morning Consult,1.9,Kamala Harris,DEM,49,7148,Voters,2024-08-25,2024-08-27,Older
Morning Consult,1.9,Donald Trump,REP,45,7148,Voters,2024-08-25,2024-08-27,Older
Quinnipiac,2.8,Kamala Harris,DEM,49,1611,Voters,2024-08-23,2024-08-27,Older
Quinnipiac,2.8,Donald Trump,REP,47,1611,Voters,2024-08-23,2024-08-27,Older
Quinnipiac,2.8,Kamala Harris,DEM,49,1611,Voters,2024-08-23,2024-08-27,Older
Quinnipiac,2.8,Donald Trump,REP,48,1611,Voters,2024-08-23,2024-08-27,Older
Ipsos,2.8,Kamala Harris,DEM,50,2496,Adults,2024-08-23,2024-08-27,Older
Ipsos,2.8,Donald Trump,REP,46,2496,Adults,2024-08-23,2024-08-27,Older
Ipsos,2.8,Kamala Harris,DEM,49,2496,Adults,2024-08-23,2024-08-27,Older
Ipsos,2.8,Donald Trump,REP,45,2496,Adults,2024-08-23,2024-08-27,Older
Morning Consult,1.9,Kamala Harris,DEM,48,4000,Voters,2024-08-24,2024-08-26,Older
Morning Consult,1.9,Donald Trump,REP,44,4000,Voters,2024-08-24,2024-08-26,Older
Morning Consult,1.9,Kamala Harris,DEM,50,7119,Voters,2024-08-24,2024-08-26,Older
Morning Consult,1.9,Donald Trump,REP,45,7119,Voters,2024-08-24,2024-08-26,Older
YouGov,3,Kamala Harris,DEM,46,1194,Voters,2024-08-22,2024-08-26,Older
YouGov,3,Donald Trump,REP,45,1194,Voters,2024-08-22,2024-08-26,Older
YouGov,3,Kamala Harris,DEM,47,1197,Voters,2024-08-22,2024-08-26,Older
YouGov,3,Donald Trump,REP,46,1197,Voters,2024-08-22,2024-08-26,Older
YouGov,3,Kamala Harris,DEM,39,1788,Adults,2024-08-22,2024-08-26,Older
YouGov,3,Donald Trump,REP,36,1788,Adults,2024-08-22,2024-08-26,Older
YouGov,3,Kamala Harris,DEM,44,1200,Voters,2024-08-22,2024-08-26,Older
YouGov,3,Donald Trump,REP,42,1200,Voters,2024-08-22,2024-08-26,Older
Change Research,1.4,Kamala Harris,DEM,48,2626,Voters,2024-08-20,2024-08-26,Older
Change Research,1.4,Donald Trump,REP,43,2626,Voters,2024-08-20,2024-08-26,Older
Echelon Insights,2.7,Kamala Harris,DEM,48,1031,Voters,2024-08-23,2024-08-25,Older
Echelon Insights,2.7,Donald Trump,REP,49,1031,Voters,2024-08-23,2024-08-25,Older
Echelon Insights,2.7,Kamala Harris,DEM,47,1031,Voters,2024-08-23,2024-08-25,Older
Echelon Insights,2.7,Donald Trump,REP,45,1031,Voters,2024-08-23,2024-08-25,Older
Echelon Insights,2.7,Kamala Harris,DEM,48,1031,Voters,2024-08-23,2024-08-25,Older
Echelon Insights,2.7,Donald Trump,REP,48,1031,Voters,2024-08-23,2024-08-25,Older
Echelon Insights,2.7,Donald Trump,REP,50,1031,Voters,2024-08-23,2024-08-25,Older
Morning Consult,1.9,Kamala Harris,DEM,48,7818,Voters,2024-08-23,2024-08-25,Older
Morning Consult,1.9,Donald Trump,REP,44,7818,Voters,2024-08-23,2024-08-25,Older
Morning Consult,1.9,Kamala Harris,DEM,50,6905,Voters,2024-08-23,2024-08-25,Older
Morning Consult,1.9,Donald Trump,REP,45,6905,Voters,2024-08-23,2024-08-25,Older
Leger,2,Kamala Harris,DEM,50,908,Adults,2024-08-23,2024-08-25,Older
Leger,2,Donald Trump,REP,46,908,Adults,2024-08-23,2024-08-25,Older
Leger,2,Kamala Harris,DEM,50,863,Voters,2024-08-23,2024-08-25,Older
Leger,2,Donald Trump,REP,46,863,Voters,2024-08-23,2024-08-25,Older
Kaplan Strategies,2,Kamala Harris,DEM,50,1257,Voters,2024-08-24,2024-08-24,Older
Kaplan Strategies,2,Donald Trump,REP,46,1257,Voters,2024-08-24,2024-08-24,Older
Kaplan Strategies,2,Kamala Harris,DEM,52,1190,Voters,2024-08-24,2024-08-24,Older
Kaplan Strategies,2,Donald Trump,REP,45,1190,Voters,2024-08-24,2024-08-24,Older
Morning Consult,1.9,Kamala Harris,DEM,48,4000,Voters,2024-08-22,2024-08-24,Older
Morning Consult,1.9,Donald Trump,REP,44,4000,Voters,2024-08-22,2024-08-24,Older
Morning Consult,1.9,Kamala Harris,DEM,50,9963,Voters,2024-08-22,2024-08-24,Older
Morning Consult,1.9,Donald Trump,REP,45,9963,Voters,2024-08-22,2024-08-24,Older
Morning Consult,1.9,Kamala Harris,DEM,48,4000,Voters,2024-08-21,2024-08-23,Older
Morning Consult,1.9,Donald Trump,REP,44,4000,Voters,2024-08-21,2024-08-23,Older
Morning Consult,1.9,Kamala Harris,DEM,50,9845,Voters,2024-08-21,2024-08-23,Older
Morning Consult,1.9,Donald Trump,REP,45,9845,Voters,2024-08-21,2024-08-23,Older
Angus Reid,2,Kamala Harris,DEM,45,1758,Voters,2024-08-19,2024-08-23,Older
Angus Reid,2,Donald Trump,REP,40,1758,Voters,2024-08-19,2024-08-23,Older
Angus Reid,2,Kamala Harris,DEM,47,1758,Voters,2024-08-19,2024-08-23,Older
Angus Reid,2,Donald Trump,REP,42,1758,Voters,2024-08-19,2024-08-23,Older
Morning Consult,1.9,Kamala Harris,DEM,48,4000,Voters,2024-08-20,2024-08-22,Older
Morning Consult,1.9,Donald Trump,REP,44,4000,Voters,2024-08-20,2024-08-22,Older
Morning Consult,1.9,Kamala Harris,DEM,50,9801,Voters,2024-08-20,2024-08-22,Older
Morning Consult,1.9,Donald Trump,REP,45,9801,Voters,2024-08-20,2024-08-22,Older
RMG Research,2.3,Kamala Harris,DEM,49,2404,Voters,2024-08-19,2024-08-22,Older
RMG Research,2.3,Donald Trump,REP,49,2404,Voters,2024-08-19,2024-08-22,Older
RMG Research,2.3,Kamala Harris,DEM,48,2404,Voters,2024-08-19,2024-08-22,Older
RMG Research,2.3,Donald Trump,REP,46,2404,Voters,2024-08-19,2024-08-22,Older
YouGov,3,Kamala Harris,DEM,44,1835,Adults,2024-08-15,2024-08-22,Older
YouGov,3,Donald Trump,REP,40,1835,Adults,2024-08-15,2024-08-22,Older
Redfield & Wilton Strategies,1.8,Kamala Harris,DEM,47,1275,Voters,2024-08-21,2024-08-21,Older
Redfield & Wilton Strategies,1.8,Donald Trump,REP,44,1275,Voters,2024-08-21,2024-08-21,Older
Morning Consult,1.9,Kamala Harris,DEM,48,4000,Voters,2024-08-19,2024-08-21,Older
Morning Consult,1.9,Donald Trump,REP,45,4000,Voters,2024-08-19,2024-08-21,Older
Morning Consult,1.9,Kamala Harris,DEM,49,9928,Voters,2024-08-19,2024-08-21,Older
Morning Consult,1.9,Donald Trump,REP,46,9928,Voters,2024-08-19,2024-08-21,Older
Morning Consult,1.9,Kamala Harris,DEM,47,4000,Voters,2024-08-18,2024-08-20,Older
Morning Consult,1.9,Donald Trump,REP,45,4000,Voters,2024-08-18,2024-08-20,Older
Morning Consult,1.9,Kamala Harris,DEM,49,10142,Voters,2024-08-18,2024-08-20,Older
Morning Consult,1.9,Donald Trump,REP,46,10142,Voters,2024-08-18,2024-08-20,Older
YouGov,3,Kamala Harris,DEM,46,1371,Voters,2024-08-17,2024-08-20,Older
YouGov,3,Donald Trump,REP,43,1371,Voters,2024-08-17,2024-08-20,Older
Fairleigh Dickinson,2.6,Kamala Harris,DEM,50,801,Voters,2024-08-17,2024-08-20,Older
Fairleigh Dickinson,2.6,Donald Trump,REP,43,801,Voters,2024-08-17,2024-08-20,Older
Morning Consult,1.9,Kamala Harris,DEM,47,4000,Voters,2024-08-17,2024-08-19,Older
Morning Consult,1.9,Donald Trump,REP,44,4000,Voters,2024-08-17,2024-08-19,Older
Morning Consult,1.9,Kamala Harris,DEM,49,10527,Voters,2024-08-17,2024-08-19,Older
Morning Consult,1.9,Donald Trump,REP,45,10527,Voters,2024-08-17,2024-08-19,Older
Morning Consult,1.9,Kamala Harris,DEM,48,11528,Voters,2024-08-16,2024-08-18,Older
Morning Consult,1.9,Donald Trump,REP,44,11528,Voters,2024-08-16,2024-08-18,Older
Morning Consult,1.9,Kamala Harris,DEM,49,10195,Voters,2024-08-16,2024-08-18,Older
Morning Consult,1.9,Donald Trump,REP,45,10195,Voters,2024-08-16,2024-08-18,Older
Big Village,1.2,Kamala Harris,DEM,40.8,2022,Adults,2024-08-14,2024-08-18,Older
Big Village,1.2,Donald Trump,REP,36.7,2022,Adults,2024-08-14,2024-08-18,Older
Big Village,1.2,Kamala Harris,DEM,44,1698,Voters,2024-08-14,2024-08-18,Older
Big Village,1.2,Donald Trump,REP,39.7,1698,Voters,2024-08-14,2024-08-18,Older
Big Village,1.2,Kamala Harris,DEM,46.2,1530,Voters,2024-08-14,2024-08-18,Older
Big Village,1.2,Donald Trump,REP,41.6,1530,Voters,2024-08-14,2024-08-18,Older
Morning Consult,1.9,Kamala Harris,DEM,48,4000,Voters,2024-08-15,2024-08-17,Older
Morning Consult,1.9,Donald Trump,REP,44,4000,Voters,2024-08-15,2024-08-17,Older
Morning Consult,1.9,Kamala Harris,DEM,49,9354,Voters,2024-08-15,2024-08-17,Older
Morning Consult,1.9,Donald Trump,REP,45,9354,Voters,2024-08-15,2024-08-17,Older
YouGov,3,Kamala Harris,DEM,51,3253,Voters,2024-08-14,2024-08-16,Older
YouGov,3,Donald Trump,REP,48,3253,Voters,2024-08-14,2024-08-16,Older
YouGov,3,Kamala Harris,DEM,49,3253,Voters,2024-08-14,2024-08-16,Older
YouGov,3,Donald Trump,REP,47,3253,Voters,2024-08-14,2024-08-16,Older
Morning Consult,1.9,Kamala Harris,DEM,48,4000,Voters,2024-08-14,2024-08-16,Older
Morning Consult,1.9,Donald Trump,REP,44,4000,Voters,2024-08-14,2024-08-16,Older
Morning Consult,1.9,Kamala Harris,DEM,50,9132,Voters,2024-08-14,2024-08-16,Older
Morning Consult,1.9,Donald Trump,REP,45,9132,Voters,2024-08-14,2024-08-16,Older
Redfield & Wilton Strategies,1.8,Kamala Harris,DEM,45,1238,Voters,2024-08-15,2024-08-15,Older
Redfield & Wilton Strategies,1.8,Donald Trump,REP,44,1238,Voters,2024-08-15,2024-08-15,Older
Morning Consult,1.9,Kamala Harris,DEM,48,4000,Voters,2024-08-13,2024-08-15,Older
Morning Consult,1.9,Donald Trump,REP,44,4000,Voters,2024-08-13,2024-08-15,Older
Morning Consult,1.9,Kamala Harris,DEM,49,9636,Voters,2024-08-13,2024-08-15,Older
Morning Consult,1.9,Donald Trump,REP,45,9636,Voters,2024-08-13,2024-08-15,Older
Embold Research,1.4,Kamala Harris,DEM,47,2696,Voters,2024-08-08,2024-08-15,Older
Embold Research,1.4,Donald Trump,REP,43,2696,Voters,2024-08-08,2024-08-15,Older
Data for Progress,2.6,Kamala Harris,DEM,49,6067,Voters,2024-08-01,2024-08-15,Older
Data for Progress,2.6,Donald Trump,REP,46,6067,Voters,2024-08-01,2024-08-15,Older
Data for Progress,2.6,Kamala Harris,DEM,47,6067,Voters,2024-08-01,2024-08-15,Older
Data for Progress,2.6,Donald Trump,REP,43,6067,Voters,2024-08-01,2024-08-15,Older
Emerson,2.9,Kamala Harris,DEM,52.3,1000,Voters,2024-08-12,2024-08-14,Older
Emerson,2.9,Donald Trump,REP,47.7,1000,Voters,2024-08-12,2024-08-14,Older
Emerson,2.9,Kamala Harris,DEM,48.3,1000,Voters,2024-08-12,2024-08-14,Older
Emerson,2.9,Donald Trump,REP,43.5,1000,Voters,2024-08-12,2024-08-14,Older
RMG Research,2.3,Kamala Harris,DEM,47,2708,Voters,2024-08-12,2024-08-14,Older
RMG Research,2.3,Donald Trump,REP,49,2708,Voters,2024-08-12,2024-08-14,Older
RMG Research,2.3,Kamala Harris,DEM,45,2708,Voters,2024-08-12,2024-08-14,Older
RMG Research,2.3,Donald Trump,REP,46,2708,Voters,2024-08-12,2024-08-14,Older
Morning Consult,1.9,Kamala Harris,DEM,47,4000,Voters,2024-08-12,2024-08-14,Older
Morning Consult,1.9,Donald Trump,REP,44,4000,Voters,2024-08-12,2024-08-14,Older
Morning Consult,1.9,Kamala Harris,DEM,49,9920,Voters,2024-08-12,2024-08-14,Older
Morning Consult,1.9,Donald Trump,REP,45,9920,Voters,2024-08-12,2024-08-14,Older
YouGov,3,Kamala Harris,DEM,46,1407,Voters,2024-08-11,2024-08-13,Older
YouGov,3,Donald Trump,REP,44,1407,Voters,2024-08-11,2024-08-13,Older
Morning Consult,1.9,Kamala Harris,DEM,47,4000,Voters,2024-08-11,2024-08-13,Older
Morning Consult,1.9,Donald Trump,REP,45,4000,Voters,2024-08-11,2024-08-13,Older
Morning Consult,1.9,Kamala Harris,DEM,49,10125,Voters,2024-08-11,2024-08-13,Older
Morning Consult,1.9,Donald Trump,REP,45,10125,Voters,2024-08-11,2024-08-13,Older
Ipsos,2.8,Kamala Harris,DEM,50,2336,Adults,2024-08-09,2024-08-13,Older
Ipsos,2.8,Donald Trump,REP,45,2336,Adults,2024-08-09,2024-08-13,Older
Ipsos,2.8,Kamala Harris,DEM,49,1975,Voters,2024-08-09,2024-08-13,Older
Ipsos,2.8,Donald Trump,REP,45,1975,Voters,2024-08-09,2024-08-13,Older
Ipsos,2.8,Kamala Harris,DEM,51,1505,Voters,2024-08-09,2024-08-13,Older
Ipsos,2.8,Donald Trump,REP,45,1505,Voters,2024-08-09,2024-08-13,Older
Ipsos,2.8,Kamala Harris,DEM,47,2336,Adults,2024-08-09,2024-08-13,Older
Ipsos,2.8,Donald Trump,REP,44,2336,Adults,2024-08-09,2024-08-13,Older
Ipsos,2.8,Kamala Harris,DEM,47,1975,Voters,2024-08-09,2024-08-13,Older
Ipsos,2.8,Donald Trump,REP,44,1975,Voters,2024-08-09,2024-08-13,Older
Morning Consult,1.9,Kamala Harris,DEM,47,4000,Voters,2024-08-10,2024-08-12,Older
Morning Consult,1.9,Donald Trump,REP,44,4000,Voters,2024-08-10,2024-08-12,Older
Morning Consult,1.9,Kamala Harris,DEM,49,10440,Voters,2024-08-10,2024-08-12,Older
Morning Consult,1.9,Donald Trump,REP,45,10440,Voters,2024-08-10,2024-08-12,Older
Beacon/Shaw,2.8,Kamala Harris,DEM,45,1105,Voters,2024-08-09,2024-08-12,Older
Beacon/Shaw,2.8,Donald Trump,REP,45,1105,Voters,2024-08-09,2024-08-12,Older
Beacon/Shaw,2.8,Kamala Harris,DEM,49,1105,Voters,2024-08-09,2024-08-12,Older
Beacon/Shaw,2.8,Donald Trump,REP,50,1105,Voters,2024-08-09,2024-08-12,Older
Big Village,1.2,Kamala Harris,DEM,41.9,1009,Adults,2024-08-09,2024-08-11,Older
Big Village,1.2,Donald Trump,REP,39.4,1009,Adults,2024-08-09,2024-08-11,Older
Big Village,1.2,Kamala Harris,DEM,45.5,848,Voters,2024-08-09,2024-08-11,Older
Big Village,1.2,Donald Trump,REP,41.7,848,Voters,2024-08-09,2024-08-11,Older
Big Village,1.2,Kamala Harris,DEM,46.5,757,Voters,2024-08-09,2024-08-11,Older
Big Village,1.2,Donald Trump,REP,43.7,757,Voters,2024-08-09,2024-08-11,Older
Morning Consult,1.9,Kamala Harris,DEM,47,11778,Voters,2024-08-09,2024-08-11,Older
Morning Consult,1.9,Donald Trump,REP,44,11778,Voters,2024-08-09,2024-08-11,Older
Morning Consult,1.9,Kamala Harris,DEM,49,10374,Voters,2024-08-09,2024-08-11,Older
Morning Consult,1.9,Donald Trump,REP,45,10374,Voters,2024-08-09,2024-08-11,Older
J.L. Partners,1.6,Kamala Harris,DEM,41,1001,Voters,2024-08-07,2024-08-11,Older
J.L. Partners,1.6,Donald Trump,REP,43,1001,Voters,2024-08-07,2024-08-11,Older
Pew,2.5,Kamala Harris,DEM,46,7569,Voters,2024-08-05,2024-08-11,Older
Pew,2.5,Donald Trump,REP,45,7569,Voters,2024-08-05,2024-08-11,Older
Morning Consult,1.9,Kamala Harris,DEM,48,4000,Voters,2024-08-08,2024-08-10,Older
Morning Consult,1.9,Donald Trump,REP,44,4000,Voters,2024-08-08,2024-08-10,Older
Morning Consult,1.9,Kamala Harris,DEM,49,10112,Voters,2024-08-08,2024-08-10,Older
Morning Consult,1.9,Donald Trump,REP,45,10112,Voters,2024-08-08,2024-08-10,Older
Morning Consult,1.9,Kamala Harris,DEM,48,4000,Voters,2024-08-07,2024-08-09,Older
Morning Consult,1.9,Donald Trump,REP,44,4000,Voters,2024-08-07,2024-08-09,Older
Morning Consult,1.9,Kamala Harris,DEM,50,9795,Voters,2024-08-07,2024-08-09,Older
Morning Consult,1.9,Donald Trump,REP,45,9795,Voters,2024-08-07,2024-08-09,Older
Morning Consult,1.9,Kamala Harris,DEM,48,4000,Voters,2024-08-06,2024-08-08,Older
Morning Consult,1.9,Donald Trump,REP,44,4000,Voters,2024-08-06,2024-08-08,Older
Morning Consult,1.9,Kamala Harris,DEM,50,9715,Voters,2024-08-06,2024-08-08,Older
Morning Consult,1.9,Donald Trump,REP,45,9715,Voters,2024-08-06,2024-08-08,Older
Cygnal,2.1,Kamala Harris,DEM,47.6,1500,Voters,2024-08-06,2024-08-08,Older
Cygnal,2.1,Donald Trump,REP,47,1500,Voters,2024-08-06,2024-08-08,Older
Cygnal,2.1,Kamala Harris,DEM,44.2,1500,Voters,2024-08-06,2024-08-08,Older
Cygnal,2.1,Donald Trump,REP,44.4,1500,Voters,2024-08-06,2024-08-08,Older
Redfield & Wilton Strategies,1.8,Kamala Harris,DEM,47,2584,Voters,2024-08-07,2024-08-07,Older
Redfield & Wilton Strategies,1.8,Donald Trump,REP,44,2584,Voters,2024-08-07,2024-08-07,Older
RMG Research,2.3,Kamala Harris,DEM,47,2000,Voters,2024-08-05,2024-08-07,Older
RMG Research,2.3,Donald Trump,REP,46,2000,Voters,2024-08-05,2024-08-07,Older
Morning Consult,1.9,Kamala Harris,DEM,48,4000,Voters,2024-08-05,2024-08-07,Older
Morning Consult,1.9,Donald Trump,REP,44,4000,Voters,2024-08-05,2024-08-07,Older
Morning Consult,1.9,Kamala Harris,DEM,50,9682,Voters,2024-08-05,2024-08-07,Older
Morning Consult,1.9,Donald Trump,REP,45,9682,Voters,2024-08-05,2024-08-07,Older
Ipsos,2.8,Kamala Harris,DEM,42,1342,Voters,2024-08-02,2024-08-07,Older
Ipsos,2.8,Donald Trump,REP,37,1342,Voters,2024-08-02,2024-08-07,Older
Ipsos,2.8,Kamala Harris,DEM,49,1342,Voters,2024-08-02,2024-08-07,Older
Ipsos,2.8,Donald Trump,REP,47,1342,Voters,2024-08-02,2024-08-07,Older
YouGov,3,Kamala Harris,DEM,45,1413,Voters,2024-08-04,2024-08-06,Older
YouGov,3,Donald Trump,REP,43,1413,Voters,2024-08-04,2024-08-06,Older
Morning Consult,1.9,Kamala Harris,DEM,48,4000,Voters,2024-08-04,2024-08-06,Older
Morning Consult,1.9,Donald Trump,REP,44,4000,Voters,2024-08-04,2024-08-06,Older
Morning Consult,1.9,Kamala Harris,DEM,49,10013,Voters,2024-08-04,2024-08-06,Older
